TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream
0.0000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.0667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.1333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.2000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.2667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.3333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.4000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.4667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
4.4,0,122.384,no,unknown,unknown,female,Smiley,-7.0374,4.3691,12.3139,99.9305,0.0012,0.0038,0,0,14.8126,0.0001,99.7465,99.921,100,0.0082,0.0464,0.0027,0.0017,0,0,0.0031,0.0002,0.7655,0.0626,99.9605,0,0.2304,97.1424,0,2.2217,0.0172,0.0308,8.2385,0.0867,0.0018,84.2101,0.0022,0.0018,0.0018,0,0,0.0018,2.2985,2.3135,0.0018,0.0283
4.4667,0,119.8759,no,unknown,unknown,female,Smiley,-8.6315,3.8749,11.0227,99.9304,0.0012,0.0038,0,0,14.8241,0.0001,99.7233,99.921,100,0.0131,0.0661,0.0048,0.0018,0,0,0.0052,0.0004,0.8395,0.0568,99.9583,0,0.1486,97.4043,0,12.5477,0.0215,0.0292,6.6437,0.086,0.0018,85.017,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.312,0.0018,0.0283
4.5333,0,122.9972,no,unknown,unknown,female,Smiley,-5.4419,5.116,11.3109,99.9304,0.0012,0.0038,0,0,14.7885,0.0001,99.8593,99.921,99.9999,0.0164,0.0469,0.009,0.0026,0,0,0.0093,0.0006,0.3714,0.0586,99.9203,0,0.4114,96.6971,0,10.1395,0.0326,0.0177,4.9101,0.077,0.0018,85.5629,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.3107,0.0018,0.0283
4.6,0,127.5313,no,unknown,unknown,female,Smiley,-5.4965,4.2024,9.5091,99.9303,0.0012,0.0038,0,0,14.7474,0.0001,99.9604,99.921,99.9998,0.0101,0.035,0.012,0.0047,0,0,0.0093,0.0007,0.0474,0.0453,99.8692,0,1.1367,97.2335,0,3.2755,0.0367,0.0079,2.7255,0.0756,0.0019,85.6334,0.0025,0.0018,0.0018,0,0,0.0018,2.2984,2.3097,0.0018,0.0283
4.6667,0,127.6522,no,unknown,unknown,female,Smiley,-8.1469,4.69,10.0485,99.9302,0.0012,0.0038,0,0,14.709,0.0001,99.972,99.921,99.9995,0.0064,0.0345,0.0117,0.0081,0,0,0.0115,0.0011,0.0101,0.04,99.8039,0,0.5111,96.9587,0,1.4577,0.0277,0.005,1.5993,0.076,0.0019,85.6751,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.3088,0.0018,0.0283
4.7333,0,127.7672,no,unknown,unknown,female,Smiley,-9.1333,4.6294,9.9931,99.9302,0.0012,0.0038,0,0,14.7001,0.0001,99.966,99.921,99.999,0.0054,0.0329,0.0142,0.0112,0,0.0001,0.0129,0.0013,0.0029,0.0591,99.794,0,0.5886,96.9942,0,0.5288,0.0258,0.0029,1.1919,0.0841,0.0019,85.6579,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.3081,0.0018,0.0283
4.8,0,125.8711,no,unknown,unknown,female,Smiley,-6.3304,4.2368,9.0038,99.9302,0.0012,0.0038,0,0,14.7037,0.0001,99.9632,99.921,99.9978,0.0038,0.0247,0.0189,0.0104,0,0.0001,0.0145,0.0019,0.0023,0.0655,99.8167,0,1.4756,97.2149,0,0.0929,0.0267,0.0026,0.965,0.0988,0.0019,85.524,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.3075,0.0018,0.0283
4.8667,0,123.9896,no,unknown,unknown,female,Smiley,-7.0164,4.8278,9.0141,99.9301,0.0012,0.0038,0,0,14.6832,0.0001,99.9579,99.9209,99.9932,0.0031,0.02,0.0308,0.0072,0,0.0001,0.0138,0.0021,0.0051,0.0752,99.8018,0.0001,0.4615,96.8764,0,0.0198,0.0253,0.0022,0.7351,0.0977,0.0019,85.509,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.3069,0.0018,0.0283
4.9333,0,119.4458,no,unknown,unknown,female,Smiley,-4.7793,5.3757,10.0863,99.9299,0.0012,0.0037,0,0,14.6447,0.0001,99.9267,99.9209,99.9852,0.0036,0.0281,0.0366,0.0038,0,0.0001,0.0197,0.0025,0.0224,0.1211,99.732,0.0001,0.136,96.5272,0,0.0113,0.02,0.0025,0.5942,0.0708,0.0019,85.4842,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.3016,0.0018,0.0283
5,0,117.8711,no,unknown,unknown,female,Smiley,-4.8993,5.5611,8.7473,99.9294,0.0012,0.0037,0,0,14.5657,0.0001,99.877,99.9205,99.9576,0.0039,0.0246,0.0347,0.0017,0,0.0002,0.0209,0.0038,0.0792,0.1311,99.5923,0.0001,0.8462,96.4007,0,0.0031,0.0187,0.0025,0.4353,0.0548,0.0019,85.4037,0.0024,0.0018,0.0018,0,0,0.0018,2.2985,2.2992,0.0018,0.0282
5.0667,0,119.4066,no,unknown,unknown,female,Smiley,-4.2099,5.3867,8.8928,99.929,0.0012,0.0037,0,0,14.4852,0.0001,99.8093,99.9204,99.9421,0.0044,0.0313,0.0325,0.0009,0,0.0003,0.0241,0.0068,0.1685,0.2129,99.4376,0.0002,2.2352,96.5198,0,0.0014,0.0178,0.004,0.3135,0.048,0.0019,85.2857,0.0024,0.0018,0.0018,0,0,0.0018,2.2984,2.2986,0.0018,0.0282
5.1333,0,121.6439,no,unknown,unknown,female,Smiley,-3.7877,5.2756,6.4005,99.9286,0.0012,0.0037,0,0,14.452,0.0001,99.7792,99.9201,99.9175,0.0064,0.0395,0.0365,0.0005,0,0.0004,0.0243,0.0085,0.2045,0.1894,99.3729,0.0006,1.9619,96.5937,0,0.0015,0.024,0.0059,0.1893,0.0508,0.0019,85.7436,0.0023,0.0018,0.0018,0,0,0.0018,2.2984,2.2984,0.0018,0.0282
5.2,0,117.6433,no,unknown,unknown,female,Smiley,-5.4133,4.7519,8.2172,99.9278,0.0012,0.0037,0,0,14.3604,0.0001,99.7455,99.9196,99.8733,0.0117,0.0347,0.0564,0.0007,0,0.0006,0.0227,0.0092,0.1993,0.1388,99.236,0.0017,7.6769,96.922,0,0.0038,0.0353,0.0073,0.1282,0.0472,0.0019,84.8592,0.0025,0.0018,0.0018,0,0,0.0018,2.2983,2.2983,0.0018,0.0282
5.2667,0,118.4131,no,unknown,unknown,female,Smiley,-6.6973,5.0379,7.0048,99.9266,0.0012,0.0038,0,0,14.2768,0.0001,99.7192,99.9187,99.7965,0.0149,0.0284,0.0929,0.0009,0,0.0008,0.0197,0.0096,0.0878,0.0533,99.1382,0.0038,19.3835,96.7467,0,0.0106,0.0437,0.0068,0.0836,0.0488,0.0019,81.6903,0.0037,0.0018,0.0018,0,0,0.0018,2.2982,2.2982,0.0018,0.0282
5.3333,0,119.0735,no,unknown,unknown,female,Smiley,-0.0475,4.3787,2.2194,99.9249,0.0012,0.0038,0,0,14.2166,0.0001,99.6237,99.9171,99.6639,0.0163,0.0357,0.0822,0.0007,0,0.0011,0.0115,0.0117,0.0217,0.0211,99.0052,0.0063,4.8436,97.137,0,0.0168,0.0398,0.0056,0.0464,0.0542,0.0019,81.1906,0.0038,0.0018,0.0018,0,0,0.0018,2.2982,2.2982,0.0018,0.0282
5.4,0,116.8009,no,unknown,unknown,female,Smiley,-0.6502,-0.4606,2.6149,99.9245,0.0012,0.0038,0,0,14.1708,0.0001,99.62,99.9168,99.6375,0.0161,0.0338,0.0753,0.0007,0,0.0013,0.0073,0.0128,0.0133,0.0092,98.9149,0.0074,2.7482,98.6717,0,0.0503,0.0396,0.0039,0.0278,0.0571,0.002,80.8983,0.0038,0.0018,0.0018,0,0,0.0018,2.2981,2.2981,0.0018,0.0282
5.4667,0,113.674,no,unknown,unknown,female,Smiley,-1.078,-3.7016,2.6895,99.9248,0.0011,0.0038,0,0,14.0303,0.0001,99.7124,99.9173,99.6786,0.012,0.0262,0.0461,0.0004,0,0.0015,0.0031,0.0159,0.0144,0.0047,98.6294,0.0138,6.3662,97.4905,0,0.1478,0.0472,0.0025,0.0192,0.0594,0.002,80.0392,0.0039,0.0018,0.0018,0,0,0.0018,2.2981,2.2981,0.0018,0.0282
5.5333,0,113.8749,no,unknown,unknown,female,Smiley,-4.6253,0.8257,5.6135,99.9202,0.0011,0.0037,0,0,13.1596,0.0001,99.6832,99.9152,99.5036,0.0123,0.0188,0.0566,0.0002,0,0.0021,0.002,0.0182,0.0225,0.0089,97.0038,0.0284,7.0385,98.5725,0,0.5297,0.0631,0.0027,0.0168,0.0542,0.0021,78.7743,0.004,0.0018,0.0018,0,0,0.0018,2.2981,2.2981,0.0018,0.0282
5.6,0,116.1081,no,unknown,unknown,female,Smiley,-2.6728,4.7113,7.1051,99.8949,0.001,0.0038,0,0,11.7135,0.0001,99.1281,99.8972,98.1526,0.0165,0.018,0.0726,0.0002,0,0.0029,0.0015,0.0193,0.069,0.0187,94.0693,0.0699,1.5901,96.9461,0,2.5778,0.093,0.0024,0.0168,0.0416,0.0023,77.8865,0.004,0.0018,0.0018,0,0,0.0019,2.2981,2.2981,0.0018,0.0281
5.6667,0,120.5276,no,unknown,unknown,female,Smiley,-2.1734,4.4774,7.1747,99.8233,0.001,0.0043,0,0,10.0297,0.0002,97.117,99.8479,95.4072,0.0267,0.0174,0.0968,0.0002,0,0.0039,0.0017,0.0238,0.0703,0.0776,90.2267,0.1015,1.4255,97.0816,0,4.4865,0.1157,0.003,0.0196,0.0369,0.0029,76.8134,0.004,0.0018,0.0018,0,0,0.0019,2.2981,2.2981,0.0018,0.0281
5.7333,0,122.2271,no,unknown,unknown,female,Smiley,-1.2362,4.5388,7.2644,99.6048,0.001,0.005,0,0,7.9519,0.0002,92.3379,99.7192,91.108,0.0347,0.0264,0.0933,0.0002,0,0.0052,0.0021,0.0326,0.0284,0.4709,84.5406,0.1711,6.1559,97.0466,0,3.5562,0.1322,0.0042,0.0253,0.0342,0.0046,74.61,0.0041,0.0018,0.0018,0,0,0.0019,2.298,2.298,0.0018,0.0281
5.8,0,123.7571,no,unknown,unknown,female,Smiley,-0.3054,5.6407,6.205,98.8488,0.0013,0.0066,0,0,7.1327,0.0003,84.9759,99.3129,84.8151,0.0324,0.0416,0.065,0.0001,0,0.0062,0.0028,0.0453,0.0119,1.7463,81.8749,0.2682,8.7528,96.3451,0,1.8067,0.1174,0.0078,0.023,0.0318,0.0076,71.784,0.0044,0.0018,0.0018,0,0,0.0019,2.298,2.298,0.0018,0.0281
5.8667,0,122.5685,no,unknown,unknown,female,Smiley,-2.1062,5.5572,7.361,91.6453,0.0018,0.0092,0,0,5.1717,0.0009,72.0015,96.4365,73.087,0.0508,0.042,0.0631,0.0002,0,0.0081,0.0045,0.0814,0.0082,6.1797,74.2511,0.5562,30.1974,96.4034,0,2.0304,0.1459,0.0147,0.0214,0.0283,0.0197,67.3547,0.0102,0.0018,0.0018,0,0,0.0019,2.2979,2.2979,0.0018,0.0281
5.9333,0,119.7145,no,unknown,unknown,female,Smiley,-2.8728,3.3924,7.2394,44.4692,0.0027,0.0037,0,0.0001,3.2273,0.0027,49.331,76.6204,58.309,0.0758,0.0343,0.0732,0.0002,0,0.0089,0.0083,0.1153,0.0164,31.839,63.3263,0.9486,21.0405,97.6375,0,1.5804,0.1865,0.0301,0.0217,0.0249,0.1079,62.2247,0.0119,0.0018,0.0018,0.0001,0,0.0019,2.2978,2.2978,0.0018,0.0281
6,0,120.478,no,45-54,caucasian,female,Smiley,-3.053,3.2553,7.6282,1.2766,0.0069,0.0017,0.0001,0.0005,2.0325,0.0166,15.2122,9.5689,34.2775,0.1105,0.0269,0.1147,0.0003,0,0.0073,0.0124,0.1844,0.0275,64.6245,52.8185,1.1077,5.3136,97.6999,0,1.0171,0.2366,0.0485,0.0231,0.0283,0.1652,56.8854,0.012,0.0018,0.0018,0.0005,0,0.0019,2.2978,2.2978,0.0018,0.0281
6.0667,0,120.0944,no,45-54,caucasian,female,Smiley,-2.1096,3.7815,7.6199,0.4083,0.0084,0.0023,0.0003,0.0007,1.6944,0.027,8.1801,7.8495,27.7056,0.101,0.0185,0.0909,0.0003,0,0.0077,0.0125,0.1688,0.0266,65.4275,48.6829,1.0388,18.6768,97.4512,0,0.4439,0.2498,0.0416,0.0214,0.0282,0.1825,51.5989,0.0132,0.0018,0.0018,0.0007,0,0.002,2.2978,2.2978,0.0018,0.0281
6.1333,0,120.7587,no,45-54,caucasian,female,Unknown,0.3382,3.3878,7.9518,2.6798,0.0041,0.0025,0.0001,0.0003,1.6743,0.0119,23.4926,17.9576,39.3655,0.0999,0.0123,0.0628,0.0003,0,0.0077,0.0063,0.159,0.0142,52.9997,48.3841,1.565,46.5677,97.6396,0,0.2188,0.2121,0.0444,0.0188,0.028,0.3254,46.4784,0.0303,0.0018,0.0018,0.0003,0,0.002,2.2978,2.2978,0.0018,0.0281
6.2,0,120.3646,no,45-54,caucasian,female,Unknown,0.0424,1.3199,8.8026,5.4324,0.0025,0.0044,0.0002,0.0002,1.3938,0.0084,32.9068,30.7272,44.3097,0.0932,0.0066,0.0351,0.0002,0,0.0064,0.0028,0.1286,0.0055,38.1344,44.2196,1.735,52.7624,98.4265,0,0.2074,0.1593,0.039,0.0173,0.0255,0.6656,41.3416,0.0622,0.0019,0.0018,0.0002,0,0.002,2.2978,2.2978,0.0018,0.0281
6.2667,0,120.9424,no,45-54,caucasian,female,Unknown,1.6318,2.3144,8.5895,10.6371,0.0018,0.0068,0.0001,0.0002,1.2982,0.006,41.0538,46.2184,48.9391,0.097,0.003,0.035,0.0001,0,0.0066,0.0012,0.1273,0.0026,26.3674,42.6196,1.906,31.8988,98.0869,0,0.1759,0.1282,0.0345,0.0156,0.0266,1.4024,37.0076,0.0685,0.0019,0.0018,0.0002,0,0.002,2.2978,2.2978,0.0018,0.0281
6.3333,0,122.629,no,45-54,caucasian,female,Unknown,0.3436,-0.4118,10.159,6.3961,0.0013,0.003,0.0002,0.0002,0.828,0.0074,35.1645,38.3326,46.6718,0.1347,0.0015,0.0353,0.0002,0,0.0082,0.0006,0.0896,0.0021,38.428,32.4979,2.2723,9.6372,98.6844,0,0.1969,0.1224,0.0299,0.015,0.0211,1.9105,34.8797,0.0676,0.0019,0.0018,0.0002,0,0.002,2.2978,2.2978,0.0018,0.0281
6.4,0,123.4593,no,45-54,caucasian,female,Unknown,-1.0134,-0.8317,9.6518,2.0149,0.0014,0.0027,0.0003,0.0003,0.6323,0.0128,26.541,19.3469,40.0066,0.152,0.0009,0.0408,0.0002,0,0.0095,0.0003,0.0677,0.0024,44.9308,26.457,2.6828,7.4568,98.5708,0,0.1978,0.1076,0.0196,0.0145,0.0182,2.0707,30.085,0.0677,0.0019,0.0018,0.0003,0,0.002,2.2978,2.2978,0.0018,0.0281
6.4667,0,124.7052,no,45-54,caucasian,female,Unknown,-1.7369,-3.9447,9.5087,0.5871,0.0012,0.0047,0.0008,0.0005,0.3776,0.0185,21.7006,8.841,33.6676,0.1831,0.001,0.0538,0.0007,0,0.0115,0.0002,0.0497,0.0011,39.7243,14.9389,1.6842,7.9952,97.3688,0,0.0754,0.0812,0.0088,0.0149,0.0157,2.1221,25.0095,0.0678,0.0019,0.0018,0.0005,0,0.002,2.2978,2.2978,0.0018,0.0281
6.5333,0,119.7822,no,45-54,caucasian,female,Unknown,-4.4809,-9.3205,10.4134,0.0423,0.0023,0.0232,0.0034,0.0013,0.2835,0.064,9.4891,1.0662,18.2878,0.4067,0.0024,0.0667,0.0011,0,0.0142,0.0001,0.0355,0.001,28.8547,8.4145,2.5173,1.1442,92.662,0,0.0263,0.075,0.0022,0.0094,0.0137,2.1252,20.4264,0.0677,0.0019,0.0018,0.0013,0,0.002,2.2978,2.2978,0.0018,0.0281
6.6,0,111.381,no,45-54,caucasian,female,Unknown,-3.092,-24.7026,2.5983,0.0057,0.0055,0.1997,0.0102,0.003,0.319,0.1875,2.7994,0.1799,5.7673,0.5664,0.0145,0.1156,0.0032,0,0.0108,0,0.04,0.0004,9.1964,10.9941,3.7963,0.0035,36.8066,0,0.0122,0.1108,0.0006,0.0054,0.0118,2.1253,15.9241,0.0675,0.0019,0.0018,0.003,0,0.002,2.2978,2.2978,0.0018,0.0281
6.6667,0,115.4499,no,unknown,unknown,unknown,Unknown,-3.8907,-29.8265,14.6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7333,0,102.7637,no,unknown,unknown,unknown,Unknown,1.0326,-35.0743,2.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,0,96.8313,no,unknown,unknown,unknown,Unknown,2.0715,-40.1465,14.7088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8667,0,90.6495,no,unknown,unknown,unknown,Unknown,-3.842,-39.4578,10.9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9333,0,83.6432,no,unknown,unknown,unknown,Unknown,-1.902,-43.8973,20.1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,83.7944,no,unknown,unknown,unknown,Unknown,1.1449,-42.0481,19.0767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0667,0,80.878,no,unknown,unknown,unknown,Unknown,0.2141,-42.5723,14.8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1333,0,80.7623,no,unknown,unknown,unknown,Unknown,4.1382,-44.9547,21.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,0,65.8551,no,unknown,unknown,unknown,Unknown,2.2096,-53.6731,-10.8612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.3333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.4000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.4667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.5333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.6000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.6667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.7333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.8000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.8667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
7.9333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.0000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.0667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.1333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.2000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.2667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.3333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.4000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
8.4667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
